text_id,thread_text
3859,"guys, i just wanted to ask if we should have some rules for people looking for mixing engineers here on this forum ? (note : i dont know if thsi has been discussed and if i'm not aware of this, but nevertheless do i never see people post what they are willing to pay right off...) here are some thoughts on rules for ($$$ for mixing) : 1. i think that we need something like a minimum rate. i feel that most bands think we're just sitting there, loading our presets from our cracked software ,taking 1 hour to mix a full length sounding like randy staub... (( take a look at this video here : Mastering : The Movie )) i watched this, totally laughed my ass off... and then i realized : sadly, this is how bands approach my work. i want people to recognize that we are also artists in what we do, i'm not a plumber, i really put my heart into what i do... (if there is plumbers around here : no offense! i know there are plumbers who put their hearts into their work) 2. hard facts! maybe they should post some crucial facts about what is the band/label going to pay per song / per hour... (more than minimum wage is always welcome of course ;-): in the end hopefully people let quality decide, not who takes less money. (but maybe our different currencies might become a problem...) 3. only users with + 50 posts can ask for mixing this shows me, that these people are serious about what they do, that they know this forum, and appreciate our work here. i compare that to the nigeria connection on ebay. they have names like ""0454XXdksdj"" and have 0 transactions yet. then, they buy your stuff, ask you to send the stuff BEFORE you receive any money. they tell you they have currently no account, because they got divorced yesterday and also their dog got sick and so on ;-).... 4 . only short clips also i think we should only post something like a chorus (or maximum 30 seconds). people are expecting to upload a whole song and make us fully automate, sample replace, pocket, vocal tune etc. before ever getting payed. this secures us from people stealing full production ideas (harmonies, fx, climax in a mix) this way, the engineers abilities show through, also its way faster for people to listen through 20 >> 30 secs clips than 20 >> 3,5 minutes clips. and decide. final thoughts : these are just thoughts and maybe we can work on this, just to protect us all here from people abusing this forum and all the talent that is around here. i know this is all connected with problems . but hey : these are just some quick thoughts, and lets start a discussion about this."
42,"I suppose there must be more than one Skyclad fan out there. Is one of my favourite bands ever. ""Wayward Sons..."" and ""Irrational Anthems"" are in my opinion the best albums and ""Folkemon"" and ""Answer Machine"" the worst. Since Martin left, the band is weaker, but I like it also with Kevin Ridley. Talking about Martin, does any of you listened to The Clan Destined? What happened between Martin and the guy of Immortal? Is it true that Martin will leave music forever and ever?"
2949,"http://www.roadrunnerrecords.com/blabbermouth.net/news.aspx?mode=Article&newsitemID=140098 Wolf Hoffmann (guitar) and Peter Baltes (bass) of reformed German heavy metal legends ACCEPT were interviewed on Russia's Radio Rocks radio station on Friday, May 14 prior to the band's headlining show at B1 Maximum Club in Moscow. Watch the chat in two parts below. Also available is fan-filmed video footage of the concert. The new lineup of ACCEPT made its live debut last Saturday (May 8) at the 750-capacity Gramercy Theatre in New York City. ACCEPT's new studio album, ""Blood Of The Nations"", is scheduled for release in North America on September 14 via Nuclear Blast Records. The band's 15th LP was recorded at Backstage Studio in Derbyshire, England with acclaimed British producer and SABBAT guitarist Andy Sneap (MEGADETH, EXODUS, ARCH ENEMY, NEVERMORE). The CD which will mark the recording debut of the band's latest addition, vocalist Mark Tornillo (ex-TT QUICK) will contain around 14 tracks, including ""The Abyss"", ""Shades Of Death"", ""Teutonic Terror"", ""Blood Of The Nations"" and ""Pandemic"". Regarding Tornillo's addition to ACCEPT, Hoffmann previously said, ""It all happened in minutes. Peter and I were working on some tunes in a studio in New Jersey. Somebody suggested we give this guy Mark a call to see if he would join us on vocals. So when he arrived we started jamming on some old ACCEPT tunes just for fun. As soon as Mark started singing we looked at each other and realized the impossible just happened: we found a new voice for ACCEPT! The timing could not have been better! Now or never... We are re-energized and excited..."" TT QUICK was a popular club band during the 1980s in the New York and New Jersey area and was known for the guitar work of David Dipietro and the powerful vocals of Mark Tornillo. Dipietro's skills were especially singled out as he had given lessons to both Zakk Wylde of the OZZY OSBOURNE band and SKID ROW's Dave Sabo. TT QUICK disbanded and later reunited sporadically and released a few more albums, including a live CD from one of their reunion gigs (""Thrown Together Live"") and a studio effort, ""Ink"", which came out in 2000."
1504,"This thread is for discussion of all matters relevant to the song ""Rainbow in the Dark"" to be recorded by a team of Sneap forum members as part of the Sneap Forum Dio Tribute album. Here the team members (preferably the team members only please, unless some cool idea is given by an external person) are to decide tuning/arrangements/whatever and trade the links to finished tracks, scratch tracks, tabs, etc. The person who will mix the final song is yet to be announced Rainbow in the Dark ---- Rhythm Guitars: Spamds Bass: Severu Vocals: jacare Drums: Antto Lead Guitars: Paulie! Keyboards: Vespiz Now GO!"
1556,The drums in this intro are fuckin godly. I borrowed this album off a friend last week and shat a lung.
1432,http://www.willowtip.com/releases/details/gigan-quasi-hallucinogenic-sonic-landscapes.aspx Couple of tracks streaming here. Sounds great to me! Pre-ordered CD+Vinyl+tshirt pack myself
2164,I'm drummerless and writing some songs with a sequencer in the meantime. What would you guys say is a fair double kick speed limit to use when writing? What speed should I expect an average metal drummer to keep up with? Thanks guys.
2063,"I've always been fascinated with DP's sound. It just sounds so good. I feel like Kanye West's (*putting my flame suit*) music sounds really good as well. I found this article online, but really doesn't understand what the guys in DP mean by sampling and sampling again... http://mixonline.com/mag/audio_daft_punk/ I know NOTHING about electronic music. Any good sources of info? Every time I try and write an electronic piece it sounds incredibly amateurish..."
1928,Wow when mixing core stuff I always struggle a bit when trying to dig out a cd to reference a bit.. So I would like to update my collection of reference cds a bit. Any suggestion for awesome sounding cds I could add to the collection ?
2687,"I've just been checking out Mastodon's new EP - Revenge Gets Ugly. Its the official score for the film Jonah Hex. I'm loving the production - similar vibe to Crack The Skye really. So dense and layered too. Can anyone shed some light on who produced it, or any other production details whatsoever..."
4583,"I didn't see a post on here, so here it is. Looks like it was tracked with Jason Suecof (and Mark I'm assuming). Interested to hear from axeman about the session. I dig the song. http://revolvermag.com/blackdahlia"
1820,"Hey guys, So Century Media will release for free download a live EP from the Devin Townsend Project (should be up on their website in a few hours / days now). I have recorded it in Baltimore a year ago, but only mixed and mastered it in France recently. I'm pretty happy and proud as you can imagine. It contains 5 songs and you can already listen to two of them on my studio page (click the banner below). Hope you'll enjoy."
4268,"Anyone know how to do the following in M-Powered or LE (I assume the same)? I'm mixing 12 songs and I want to apply the same settings (plug-ins/levels) to each track. I feel like in HD (if memory serves) you can actually import session data to existing tracks. In M-Powered the only option I see is import to ""New Track"". As it stands now I'm thinking I should just dump the audio files out of the my original mix session and import the new audio files to the region list and drop them into the pre-existing tracks. I know a lot of guys just do all their mixing in one session file but I fear this will probably overload my processing power as I need to run a bunch of different virtual instruments and software synths within each song."
3900,"Direct download in high quality, around 200mb http://www.bonedo.de/video/sv500x/b33d0644875cd47082efdd1bf2981819/Workshop_StevenWilson_neu.flv (You need a video player supporting the Flash format) or watch the streaming version here: http://www.bonedo.de/workshop/gitar...even-wilsonporcupine-tree/workshop/index.html (scroll down for the video, there's also a PDF with notes included) I found it to be very entertaining, also interesting to hear him say that he uses a lot of guitartone plugins on the records"
477,some great CRYPTOPSY guitar/bass footage posted on youtube lately : Quite sick ! Can't wait to hear the new album.
402,"GOD FORBID: The Making Of EQUILIBRIUM (2012 studio report, Mark Lewis, Jens bogren) : part 1 : I'm glad they're back, i love this band and i'm excited by this new record. part 2 : http://www.metalinjection.net/tv/view/8504/god-forbid-the-making-of-equilibrium-pt-2 part 3 : http://www.metalinjection.net/tv/view/8576/god-forbid-the-making-of-equilibrium-pt-3"
448,"This is a new song from my band's debut album ""Grind The Ocean"". It's out tomorrow in Europe, April 9th UK and April 10th US. Engineered, mixed and produced by myself and mastered by Jens Bogren. Love to hear people's feedback. Can't wait for it to be released!"
1172,"Hey guys! i know this is a total noob question. but, is there any free drum sequencer, machine, something that i can make drum loops with???? i need something that i can export as audio not midi. just to make little quick demos and stuff. if you guys would help me out, point me in the right direction. it would be truly amazing!!!"
2834,"Hey everyone... A friend of mine keeps saying that this is the best place for recording advice and stuff so I decided to check it out. I'm really new into the whole recording ""process"" and I'm doing it purely for my pleasure. I know that I have a lot to learn but hopefully by strolling in these fora I'll get there... Anyhoo, I like playing heavy/power stuff like Judas Priest, Iced Earth, Virgin Steele, Gamma Ray, Iron Savior... you get it. This setup, gives me a nice heavy dark sound, very suitable for rhythm. A lot Iced Earth-ish actually. This is a demo, you will hear the rhythm guitar sound at about 0.45... I have a Dean Vendetta 1.0, mahigany body, rosewood fretboard. But what about the other bands? How can I ""approach"" their sound? Iron Savior and Gamma Ray have a very crystal clear sound, but Virgin Steele have this ""crunch"" high gain (I guess) sound... If that is too complex to answer, maybe you could tell me the ""fundamental tips"" of the heavy/power guitar sound, I will then tweak the heck out the amps sims to get the sound I want. I'm in Eb tuning, don't know if it makes that of a difference... And a friend of mine will be installing the SH-4 JB SD on my bridge. Sorry for the long post, as you see I;m still struggling to get the sound I like listening on albums... ---------------- PS. Radikal, If you're reading this yes, I'm opening again this can of worms. It's a long way for the tone-seeking..."
4738,"Sometimes it could happens that you have to record an album, but for example, 4 tracks now and 4 tracks the next month...with other works between the 2 sessions. It could be a problem because mic positions should be different, expecially the drums, with the result that the 2 sessions will sound different for shure. How do you face a problem like this?"
3013,"im so tired of my music i really need something new. Confession: i stopped listening to bands since the new metal scene.. :s And now i noticed that there ARE some new bands that sound good. What i need is preferrably a good metal production, great sounds, and most of all the riffs that get your adrenaline pumpin!! Really miss that. So!: Please recommand me anything (doesnt have to be new), that fits this description and consider that i dont know ANY band, will make things easier. I would really appreciate that favour!! need some musiccccccccc!"
1513,"I just changed my bass strings for the first time since I'm using it more intensively and I'm aiming at recording lines in a few days/weeks, so I went for bigger strings, and found it fun to record before/after change of strings. It's a shitty but usefuil LTD B50 with D'addario 130 (it's a 5 set trings and I'm using only the 5 low ones, I couldn't find a good set of strings for C here) First DI, then with a little amp on it. No big news of course but still nice to have on my harddrive to make a point to someone when I say ""shut the fuck up and buy new strings"" http://dl.dropbox.com/u/881054/lesedna_bass_old_vs_new_strings.mp3"
1008,"he guys i need to understand this a bit better about doub/quad tracking. I know that say we have two gtr players bob and joe. Joe records hard left, and bob hard right, is that double tracking??? OR is it joe records his hard left track twice and Bob records his right twice??? I know its not duplicating each of their parts to make it a double... And with quad is it bob records hard left 4 times, and Joe hard right 4 times????? Or can I have them both record Di a perfect part for left and right. Then Reamp bobs part with mesa 4 times for a quad or twice for duble and the same with joe with 5150. I dont mean to be a mega nub..."
2028,hey guys. just a simple question. where should be posted threads about musicians looking for projects? cheers!
3547,"For those of you who do or have had work for labels, even if they are small ones - how did you get into it? I've been doing local bands only for too long now and I'm really feeling ready to bite into something a bit bigger. Did they just come to you? any advice is appreciated."
4831,"Right, so I downloaded a couple of Windows Updates yesterday, and after restarting my computer I found it had rebooted to what seemed like the original state when I took it out of the box; with barely any icons on the desktop, the default background, and my quick-launch back to like two things. Needless to say I was fucking terrified, cuz I had some crucial things on the desktop, but a quick search revealed they were still there, but I had lost all of my bookmarks in Firefox and with every other program when I opened it it was as if I was starting it for the very first time. So I did a system restore and all is well, but still, this freaked the fuck out of me, so I've decided I wanna start trying to back up all my shit. I'm not really sure how to exactly; DVD's seem like a really shitty method since they take forever to burn, the stuff will be obsolete in like a week (especially if I burn my audio projects folders) and storing them is annoying. Any other suggestions?"
2263,"I love this band and the video it`s great (altough nothing special in it), to bad that they don`t use the new DR Neon strings in this clip http://www.guitarworld.com/cafo"
3241,"For any Deftones fans who are unaware, check the link below. The song is great and I can't wait for the album. http://www.myspace.com/deftones"
4797,"It has come to my attention that the C: drive on the ""studio"" computer in my rehearsal place is reaching dangerous temperature levels. 2 days ago, it reached 57 degrees Celsius and S.M.A.R.T reports indicate the overall health of the drive is at 52%, so it'll probably crash soon. When replacing the system drive, is it possible to not go through all the freakin' install processes all over again? If I make a backup of the disk, put in a new disk and reload the backup on the new disk, plug the old one out and switch the cables to the new one... would that essentially capture my previous disk's OS/installed programs and put it on a new disk under a flawless operation? Or would there be lots of problems this way? How is it supposed to be done? I have never ""replaced"" a system drive before, and if it's too much hassle... I guess I'll just wipe the whole thing and re-install it all on a new drive. Thanks!"
3922,"Because I compose a lot of stuff myself, I tend to have a lot of ideas for songs of bands I record/mix. Sometimes my ideas may change the song a lot, like if I suggest to change the structure of the song. The problem is that a lot of bands seem close-minded about their music, and don't really care about my ideas. I think it could be because I don't have a lot of experience and a big list of bands I produced, the same bands would probably accept advice from someone like Sneap but not from someone with little experience like me. So, if you fucking KNOW the song would be better without repeating this riff 10 times or without this stupid riff, how would you convince the band that you're right? And do you normally care about their songs, or you just do your job? Max"
1549,"Albeit old (back from 2005), this article is really interesting. It's about recording of Queen of the stone age's 'Lullabies To Paralyze', with engineer/producer Joe Barresi. Although I suppose it is not about what most of this forum's/modern metal production fans look in production, it's really good read about committing oneself early in the project, creativity, and retaining human feel in recording. Try it: http://www.soundonsound.com/sos/jul05/articles/qotsa.htm Btw, for those unaware - SOS website is like some sort of audio production Bible. My main source of knowledge from the very beginning, along with this forum. And just like with this forum, search function on their site is your best friend"
3450,"Hi Everyone, Im having a few issues with volume levels in my playback after recording a track in Reaper. Heres my setup: Micd Cab using an SM57 into my Presonus USB audio box direct into my computer. Im using the most current version of Reaper, ASIO drivers, etc. Details of the issue: Before recording, all levels are loud enough and balanced out nicely. It sounds great. But when Im done recording and I playback, the volume is really low. I tried using the master mixer to turn up the volume for the track, but it starts clipping and gets very crackly and distorted and starts jumping into the red. Is there something Im missing? I know its not the volume set on my headphones, computer, or audiobox. Because before I even record, my line-in is at the right volume level that I want and everything sounds great. Its just after I record that the playback volume is super low. Is there a setting in Reaper that I should try tweaking? I know this may be a simple fix; so if it is, I apologize in advance for being a complete nub. If this has been posted a thousand times, would you mind helping me find the page to solve this issue? Ive tried searching the site through google to find an answer, but most of the answers I find are irrelevant. Thanks, in advance, for any help."
3621,"fuck, why did it get deleted??? just because of that troll that I banned anyway? Metalages????what's going on??"
3454,"So we start rhythm guitars on thursday, and a concern was raised about having one guitarist play the rhythms to all the songs, which is presumably normal. The notion popped up to have the ""other guy"" play the rhythms to the one song he wrote, to sort of include him more in the process (he's contributed riffs and leads to numerous other songs as well). I don't see this as a problem, as both guitarists have very similar rhythm styles, and neither is a sloppy player. The main guitarist though seems to be pulling the ""90% of tone is in the hands"" card and is afraid that that one song will sound noticably different from all the others if he doesn't play it. the same guitar and rig would be used. It is arguable which of the two guitarists plays tighter rhythms. I've worked with DI's from both of them. If it were all about tightness I would prefer to play rhythm guitar on all the songs I wrote, but seeing as I'm playing bass for the band and not guitar, I'm not gonna try to hog everything. Its already been discussed that if any body gets stuck on any rhythm parts on my songs I'll probably have to jump in on it anyway, thus defeating the whole ""hand tone"" argument. So I guess the question would be: Do you think it would be that big of a deal in the end to have the rhythm guitars for one song played by a different guitarist? I am of the opinion that there would be no discernable difference in the end, but I'd like to consider other opinions as well. Sorry if this should have been posted elsewhere. Didn't seem to fall into production tips, but still seemed a bit too ""production-esque"" for the off topic tavern."
4789,"Ok, so as some of you may know im gathering everything/one together for my upcoming EP im working on now. I can't sing for toffee so I have to rely on others like Greg *Uladyne * However I have 2 songs that need a softer touch, a more clean/melodic style voice. This being the first of them, dispite the heavy track itself I dig the guy who tracked these 3 years ago's vocals, I like his mature tone. However he hadn't sang in 20 years so he didn't keep his tuning very well throughout the track. Alas! Its a good base for all the melodies to show somebody else for the re-recording. So if you think you or somebody you know could do this track justice please get in touch! This will be going on the finished EP if your voice suits! Ive chopped some parts of the track just to give you an idea of what im looking for...and yes its wayyy too loud and clipping to fuck but its all I have *I was a noob when I recorded this* so its just a reference. http://dl.getdropbox.com/u/451140/FID_Voxscout.mp3 Thanks guys! Jaymz"
1569,Three songs for free download. http://liquorworks.wippiespace.com/mp3/moist computer/
1288,"http://www.youtube.com/watch?feature=player_embedded&v=ouvFdvgWgTI#at=10 It was a ton of fun recording these guys, as they really wanted a raw, lively Matt Goldman/The Chariot style of recording. All live amps and live drums (mixed with custom samples of his kit). Cool thing about this dude's kit was when he was setting up, I saw this old, nasty looking snare and I was like ""what the heck is that thing?"" turned out to be a '59 Slingerland he picked up at a garage sale for $15... I was sooo pissed! Tuned that sucker up and it was amazing sounding, as you can hear Any questions/criticisms are appreciated."
4865,"Hey guys, I just had a quick question about cabling with guitar DIs. Specifically I am using the Behringer GI100. Normally I use them from a line out on the back of the amp. Well... not all amps have line outs. In this quote direct from their website it says the DI supports ""Direct connection of amplifier outputs with ratings of up to 3,000 Watts."" My question is, when doing that, and using a passthrough cable (running amp output->DI then DI->speaker cab), I would use a speaker cable, correct? I am using these in a live situation, not for studio work, and usually use them in combination with a mic, but I like the control I have over the tone when using a DI. Thanks in advance for your help."
1203,"Hey guys! Here it goes, the first official video material of my band! This one's a video of me playing through the song ""Clairvoyant Transmission"" Album is still up for free download if you like what you're hearing! Video: Cheers Hadi"
508,Here is the first video from the recording session. (in swedish) [ame]http://www.youtube.com/watch?v=8ZAjCeBHv2A&feature=youtube_gdata_player[/ame]
3463,"============================== OK...before anyone says this is spam or this post does not belong here I feel that it does because Shane McFee (Kazrog) from the Andy Sneap fourms mixed and mastered CD as as well programmed the drums. This CD was recorded in the bedroom of my apartment...so a home (apartment) recording can be done well enough to get very good radio and video play. Thanks for all the hard work Shane!!! ============================== What up Death Metal Freaks? This coming Monday night (Tuesday Morning) Bloodsoaked's video for the song ""Rotting In Filth"" will be on MTV2's Headbangers Ball. The show will be airing in the middle of the night @ 3:00am Tuesday morning so set your DVR's and Tivo's to record this shit. This will be an edited (more MTV friendly) version of the video so this is the World Premier of the newly edited version. Many of you around the USA have already seen the un-edited version on your local Cable and Satellite companies on Havoc TV On-Demand, Fuse On-Demand as well as the DirecTV's Music Blocks. Keep your eyes open for it to re-appear again soon as well as Bloodsoaked's other two videos for ""Suicide"" and ""Unborn Horror"". This is a HUGE victory for Bloodsoaked to be on such a legendary show such as MTV's Headbangers Ball. Having watched almost every episode of Headbangers Ball since it premiered in 1987 this is a dream come true! Thank you to all the fans that have supported Bloodsoaked and continue to do so. Be on the look out for a new CD as well as a sick DVD sometime in late 2010. Below is the un-edited ""Rotting In Filth"" video, set your DVR's to check out the new edited video! Peter - Bloodsoaked"
3501,"okay, so Slate is offering that extra 2 EX Packs download on his site for 159, right? Question: how much space would that batch take up? I'm abroad atm, and was thinking about downloading them, but do not know if my laptop has enough space for them. I haven't found any information on this on Slate's site, so thought I'd ask here."
986,Why oh why? http://www.facebook.com/Onemorningleft/posts/10150150171217108
719,"I have released a full length album from my band Nihil Quest. It's mostly heavy metal, hard rock with thrash, industrial and blues influences (depending on a song). There are two guests from our forum on this album - Jaymz AKA The Shred in ""Chemical Saviour"" (this song is actually a rerelease, it was on our EP) and Jevil (""Dead Girls""). I hope some of you will like it. It's free and you can share it everywhere you like. Soundcloud if you want to listen on line: http://soundcloud.com/nihilquest/sets/nihil-quest-1-1-splendid/ or www.facebook.com/nihilquest MP3 http://www.mediafire.com/?aa8ug9uaesj81ys or: http://www.jamendo.com/en/album/101763 www.nihilquest.com The first song:"
3769,"Im sorry, i tried to PM u but ur inbox is full. Have u heard from ur team yet? I posted on the peavey forums but no one replied. I would like to re-install osx soon.. anyone is ok to advise!"
3741,"So.. with all the discussion on how my room is shitty, I took my snare into my bedroom where I track vocals and did some samples there, top and bottom (separate takes but they're pretty much phase-aligned). Not used to that much 300hz in the sound, and it being so much more rounder, so these aren't fantastic (the top was far too 'round', had to use a lot of bottom mic). 57 on both top n bot. This is a bit of processing. Really shouldn't need much more. And I've decided to start naming my samples properly now, isntead of just 'snare samples.zip' http://dl.dropbox.com/u/324723/AscendantSnare16Nov09.rar"
574,"I just found this site: http://www.cambridge-mt.com/ms-mtk.htm I thought I'd share this with you. Sorry if it was posted already. The site contains mixable tracks from different genres Here's a mix I made from the site's tracks: Before (raw tracks): http://dl.dropbox.com/u/314510/mixes/HollowGround_LeftBlind_Full_unmixed.mp3 after (mixed): http://dl.dropbox.com/u/314510/mixes/HollowGround_LeftBlind_Full.mp3 Guitars are amplitube 3, kick and snare were replaced with despised icon kick and a mixture between lasses piccolo snare and the paramore snare. everything else with ez-mix"
1006,https://www.hdtracks.com/index.php?file=catalogdetail&valbum_code=HD093624955764 Tempting...
3592,"So The Crown is by far one of the most underrated DM bands of all time, and one of my favorites. They've re-united with a new singer and are recording a new album as we speak. New song samples on their myspace page. FUCK YEAH! The Crown Official Myspace I'm pretty fuckin excited about this one!"
4444,It is teh awesome. Elastic audio in logic http://www.apple.com/logicstudio
3811,"And not in a good way! I wasn't expecting that! Check it out, click on swallow the slaughter: http://www.myspace.com/pulverisedrecords And the official has a few here: http://www.myspace.com/whiplashusa Did he blow out his vocals or something? Would not be surprised, that was some venom he had back in the day. I'll get used to it and kinda dig it in a perverted way."
837,+1 extra GB (up to 50) for both you and me if you use this link. EDIT: I've already reached the max space so you better use some other users' links so they get benefit of the extra space. Post yours. This link keeps working anyway
3155,"Got a band in , in a couple of weeks and there gear is lets say inferior anyways I'm using a profire 2626 and am wondering is there a way of me di'ing his guitar and micing it up without buying a splitter/di box or anyother things? I ONLY want to use the 2626. I have a bad feeling ima have to fork out on a DI box"
1261,No real info just a quick vid meat shot with some minor album info: [ame]http://www.youtube.com/watch?v=f9Z9fy7lKjM&feature=player_embedded[/ame] Great shot of the Racks Though Gear Pr0n!
1426,"how come they give you bonus tracks on itunes, but not on cd sales? i buy 50/50 from itunes and phsical cds. stuff i really love and wanna keep or for studio referencing i buy cds, stuff that's ok or i wanna check out a song here and there i get from itunes. itunes is cool in how they give you little ""nuggets"" of incentives like bonus tracks or covers, but it bothers me that the standard edition of the cds don't contain that. i don't mind shelling out extra dough to get the physical cd, but if they are gonna put it on itunes as a standard download for the standard album version (not a special edition like how on some cds have bonus tracks) then they should also put it on the cd."
2057,"[ame]http://www.youtube.com/watch?v=lT3OwJutAQU&feature=related[/ame] I love watching him play. It's so forceful and violent. I always find it interesting when you get guitar players in wanting to sound like 'insert album tone here' but have absolutely none of the technique. Most guitarists seem to love Loomis for his lead playing, but for me it's the complete opposite.... he is absolutely my favourite metal rhythm guitar player. Here's another for good measure:"
2968,"I was away at college for a year....and I can't stand not recording music! Anyways....I'm new to singing. I still can't figure out screaming (my attempts are the subtle background screams) It's really hard to judge your own voice, so I was wondering what you guys thought of my clean vox. They are getting better but still are kind of weak. 1. http://www.soundclick.com/bands/page_songInfo.cfm?bandID=373597&songID=9113222 2. http://www.soundclick.com/bands/page_songInfo.cfm?bandID=373597&songID=9113247 The quality isn't the greatest as well, its an sm7-> Line 6 toneport. I'm thinking about buying a decent preamp to record vox a bit better (and getting trillian for non-pitch shifted bass) Let me know what you think....if they're terrible tell it to me like it is!"
779,"i am nasty,i know but you guys need to see this masterpiece:"
3026,My friend just showed me this band that in my opinion is sooooo similar to August Burns Red they don't have that many plays on myspace to i figured they must not be very popular yet.. but anyways they are worth checking out !! they are very tight .. http://www.myspace.com/walkingwithmusic ______________________________________ My Band - www.myspace.com/punishthemmetal - Melodic Thrash Metal PM me for MIXING AND MASTERING/PROGRAMING
2843,"I've just upgraded from XP x64 to Windows 7 x64 and I noticed that midi playback is awful now. I use a program called Guitar Pro to compose music and this program plays back what one tabs in midi. I found that my problem is the same one as described in here: here (listen to the audio sample he posted) and we are also discussing it here, but I think this is a most appropriate forum for this. Has anyone experienced this? Is there a way to replace Microsoft GS wavetable synth? I repeat, this does not happen in XP, I have a dual boot system and I've just tried again, it's just happening in W7 This is the link to the audio file I mentioned above: http://www.zshare.net/audio/67212884fb8ebf9f/"
1564,"well, first time i worked on an american bands stuff Mix and master of a band called lionheart for century media. Most of my friends wouldnt understand and even my gf was just annoyed i was home later than i said i would be so i felt i had to post here lol."
3913,http://www.shockhound.com/features/667-exclusive--hear-slayer-s-new--hate-worldwide--here-first--- Strange sounding mix. What say ye?
1036,DILEMA!!!! In my band we use two diferent tunnings (B and C)and i have 2 5-string basses. (a btb and a spector) What i use right now is the spector on original tuning (B) and tune the btb half step up (all strings) is this crazy?!?! Thanks in advance!
2062,Along the way you pick up little bits and pieces which completely change the way you play guitar/sound/mix/whatever. Post them here. For me: -Picking like a man -Learning how to vibrato and bend consistently/in an emotive way
2187,"hey guys, my band Sensory Amusia just finished our debut EP, you can listen and download here: http://listn.to/sensoryamusia. This was recorded and edited by me, mixed by Sam @ extreme studios thanks alot , hope you enjoy it!"
3248,"full-set of ""never before played music"". It was just posted on Blabbermouth this morning. Sounds pretty good! http://www.roadrunnerrecords.com/blabbermouth.net/news.aspx?mode=Article&newsitemID=136290 EDIT: this is a full acoustic show, but there's only few new songs."
2243,"Anyone diggin' this? Don Gilmore produced, Lord Alge mixed couple tracks (definitely this massacre song), Jensen mastered. Average songs but production and mix is killer imo. Vocals seems to be pretty low with every system I've been listening.."
1408,American Soldier now this...it is only clips but I'm just not feeling it..scheisse was once my favorite band! [ame]http://www.amazon.com/gp/product/B0050VI6BY/[/ame]
2666,http://www.myspace.com/heathenmetal Digging this album a lot lately. Like classic bay area brought into the modern era. Sick mix by Jacob Hansen too!
348,"bought a used 6505+ head and love this thing. compared to the 5150 i used to have this thing is much beastier. for those on the board who are 6505+ experts I have but 3 questions. #1. The power tubes are RUBY 6L6GCM-STR and the preamp tubes are a mixture of SOVTEK 12AX7LPS and EH. Are those ""stock"" tubes are far was what peavey would typically use? Per serial num, head was made in 2005. Also, when looking at the BACK of the head does is go left to right V1 to V6? #2. The effects loop on this amp.. I have a G Major and already set it to CONSUMER but the loops just sounds.. fubar. Normal? #3. the MID knob on the lead channel. If I turn it ALL the way down the amp gets LOUDER. It's strange. Normal behavior? I dont think anything is wrong with the amp, just curious if other people who own the amp have this happen on theirs? Thank u in advance.. im running this into an oversized boogie recto slant cab with V30 and with pre on 4 and the eq dialed it is the perfect brutal tone. YOWZA!!"
656,"Hey guys, I'm thinking of recording Veil Of Maya's ""It's Torn Away"" for mixing practice for me and I wondered if anybody of you is interesetd in the raw .wav-files + the drum midi of it! Maybe somebody could even be so kind and do some vocals for it, that would be awesome! Cheers, Lasse"
735,"Yea its a noob question. but i want to reamp.and.i.dont.have.a.reamp.box, i just send.it theough ts into.the.engl.head. can the different impedence or voltage of the signal damage the amp? like if i beef it with a signal that is louder then an original guitar or somethong? or will the ts get damaged forst? lol i am just carring for a 3000$ amp"
3500,http://www.myspace.com/theflamesoffury ... Looking for a killer drummer for my new band/project. We are having big problems finding ANYONE that is professional and available (that particular combination) - I thought it wouldnt hurt asking you guys. We are looking for a guy with chops similar to Scott Travis/Gene Hoglan If anyone knows somebody... can you please PM me ? Thanks !
2774,"Hello.. Well heres my issue... I have a Countryman Type 85 DI box and what I currently do to split guitar is I run this Chain. Guitar->ContryMan ""Inst."" IN-> Then with the countryman ""Amp"" output goes to Peavey Supreme amp So I record both the DI of guitar, and miced Amp but my issue is that my DI gets this weird feedback(Can only hear when it put an amp sim in insert). I have clips to demonstrate. Clips (not the best but just want to get point): Clean DI track: https://dl.dropbox.com/u/728056/test/DI.wav DI with Lepou amp: https://dl.dropbox.com/u/728056/test/DI_AmpSim.wav Notice that towards the end(breakdowns) you hear that feedback when guitar stops playing. Amp miced: https://dl.dropbox.com/u/728056/test/Real_Amp.wav So yeah I know that feedback can easily be cut.. but why is that when i record the DI with no splitting to Real amp I dont get that(Feedback or Hum)? Em I even splitting the guitar right with the countryman? I know you guys might say Put the ground switch but that only makes it worse :Smug: BTW I read the Countryman Manual but didnt really understand the way they mention how to split guitar signal, anyone can clarify?"
2597,"I might have two spare Artist tickets for Wacken....any Sneapster interested (hypothetically)? Lasse Lammert said: I might have two spare Artist tickets for Wacken....any Sneapster interested (hypothetically)?Click to expand... what would it cost you? well, I'd say let's see how much I can drink"
2633,"Hi guys, Some of you can remember that recording tutorial I made about..5 years ago or so? I am about to do a new one and better ofcourse. I was wondering if any guys had some questions they would like to be answered in this video. It's mainly metal based, 1920x1080 hd (screen recording) and mostly focused on modern metal. Just polling if some guys are interested in this video and maybe had some things they would like to see in the video."
4244,"i feel like so many of the ""giants"" of our time have been leaving us lately. maybe its just me, feeling like i'm getting old. but his creation is still my favorite instrument of all http://news.yahoo.com/s/ap/20090813/ap_en_mu/us_obit_les_paul"
